Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Returns,Volatility,SMA_20,SMA_50,RSI,MACD,MACD_signal,BB_upper,BB_lower,Volume_SMA,Volume_ratio,sentiment_score,sentiment_ma_7,sentiment_ma_30,sentiment_volatility,news_volume
2023-07-27 00:00:00+00:00,29353.798828125,29560.966796875,29099.3515625,29210.689453125,10770779217,0.0,0.0,0.0037163327075591113,0.13750869612634425,29308.46298828125,27449.0265234375,57.51635409203822,0.0,0.0,29704.65665815209,28912.269318410414,11839169562.2,1.06765898677197,0.14901424590336979,,,,39.0
2023-07-28 00:00:00+00:00,29212.1640625,29521.513671875,29125.845703125,29319.24609375,11218474952,0.0,0.0,0.0037163327075591113,0.13750869612634425,29308.46298828125,27449.0265234375,57.51635409203822,2.4355656550469575,1.353092030581643,29704.65665815209,28912.269318410414,11839169562.2,1.06765898677197,-0.2371538458743618,,,,57.07432665415118
2023-07-29 00:00:00+00:00,29319.4453125,29396.84375,29264.166015625,29356.91796875,6481775959,0.0,0.0,0.001284885528077373,0.13750869612634425,29308.46298828125,27449.0265234375,57.51635409203822,4.271596661837975,2.549200486014566,29704.65665815209,28912.269318410414,11839169562.2,1.06765898677197,0.2774436456561258,,,,51.025697710561545
2023-07-30 00:00:00+00:00,29357.09375,29443.169921875,29059.501953125,29275.30859375,8678454527,0.0,0.0,-0.002779902682116475,0.13750869612634425,29308.46298828125,27449.0265234375,57.51635409203822,2.055498166460893,2.3819571528324275,29704.65665815209,28912.269318410414,11839169562.2,1.06765898677197,0.11690619028607041,,,,52.05559805364233
2023-07-31 00:00:00+00:00,29278.314453125,29489.873046875,29131.578125,29230.111328125,11656781982,0.0,0.0,-0.0015438698273756435,0.13750869612634425,29308.46298828125,27449.0265234375,57.51635409203822,-0.9904732359427726,1.3787353570282868,29704.65665815209,28912.269318410414,11839169562.2,1.06765898677197,0.13447315397528137,,,,47.03087739654751
2023-08-01 00:00:00+00:00,29230.873046875,29675.732421875,28657.0234375,29675.732421875,18272392391,0.0,0.0,0.015245275282999904,0.13750869612634425,29308.46298828125,27449.0265234375,57.51635409203822,16.252121360605088,5.410249908262348,29704.65665815209,28912.269318410414,11839169562.2,1.06765898677197,0.023660861466904187,,,,51.304905505659995
2023-08-02 00:00:00+00:00,29704.146484375,29987.998046875,28946.509765625,29151.958984375,19212655598,0.0,0.0,-0.01764989082843693,0.13750869612634425,29308.46298828125,27449.0265234375,57.51635409203822,3.302208772733138,4.8767609342800045,29704.65665815209,28912.269318410414,11839169562.2,1.06765898677197,0.5310679016281925,,,,56.35299781656874
2023-08-03 00:00:00+00:00,29161.8125,29375.70703125,28959.48828125,29178.6796875,12780357746,0.0,0.0,0.0009166006009861949,0.13750869612634425,29308.46298828125,27449.0265234375,57.51635409203822,-4.163368773730326,2.7042477657682835,29704.65665815209,28912.269318410414,11839169562.2,1.06765898677197,0.4197086592036007,,,,55.01833201201973
2023-08-04 00:00:00+00:00,29174.3828125,29302.078125,28885.3359375,29074.091796875,12036639988,0.0,0.0,-0.0035843942133476636,0.13750869612634425,29308.46298828125,27449.0265234375,57.51635409203822,-14.4587793696046,-1.2604966487195377,29704.65665815209,28912.269318410414,11839169562.2,1.06765898677197,0.19261921335242424,,,,67.07168788426695
2023-08-05 00:00:00+00:00,29075.388671875,29102.46484375,28957.796875,29042.126953125,6598366353,0.0,0.0,-0.0010994270766331304,0.13750869612634425,29308.46298828125,27449.0265234375,57.51635409203822,-23.1981967282627,-6.175814948279141,29704.65665815209,28912.269318410414,11839169562.2,1.06765898677197,0.3642082683940764,,,,46.021988541532664
2023-08-06 00:00:00+00:00,29043.701171875,29160.822265625,28963.833984375,29041.85546875,7269806994,0.0,0.0,-9.347950838400898e-06,0.13750869612634425,29308.46298828125,27449.0265234375,57.51635409203822,-29.20256622699526,-11.213936554677394,29704.65665815209,28912.269318410414,11839169562.2,1.06765898677197,-0.507639924940721,,,,46.000186959016766
2023-08-07 00:00:00+00:00,29038.513671875,29244.28125,28724.140625,29180.578125,13618163710,0.0,0.0,0.004776645775930843,0.13750869612634425,29308.46298828125,27449.0265234375,57.51635409203822,-25.587205164709303,-14.300711860501622,29704.65665815209,28912.269318410414,11839169562.2,1.06765898677197,-0.3956380585985527,,,,49.09553291551862
2023-08-08 00:00:00+00:00,29180.01953125,30176.796875,29113.814453125,29765.4921875,17570561357,0.0,0.0,0.020044635853149417,0.13750869612634425,29308.46298828125,27449.0265234375,57.51635409203822,10.474194210710266,-9.057480980262383,29704.65665815209,28912.269318410414,11839169562.2,1.06765898677197,-0.0504643757589532,,,,60.40089271706299
2023-08-09 00:00:00+00:00,29766.6953125,30093.435546875,29376.80078125,29561.494140625,18379521213,0.0,0.0,-0.006853508270246889,0.13750869612634425,29308.46298828125,27449.0265234375,57.51635409203822,25.507648459442862,-1.82643011188867,29704.65665815209,28912.269318410414,11839169562.2,1.06765898677197,-0.5607480090139129,,,,48.137070165404936
2023-08-10 00:00:00+00:00,29563.97265625,29688.564453125,29354.447265625,29429.591796875,11865344789,0.0,0.0,-0.004461964714047806,0.13750869612634425,29308.46298828125,27449.0265234375,54.439288243598014,28.692380061984295,4.499920600308307,29704.65665815209,28912.269318410414,11839169562.2,1.06765898677197,-0.41668494896818403,,,,54.08923929428096
2023-08-11 00:00:00+00:00,29424.90234375,29517.7734375,29253.517578125,29397.71484375,10195168197,0.0,0.0,-0.001083159880198692,0.13750869612634425,29308.46298828125,27449.0265234375,51.642408276795834,28.814976061599737,9.503777750034866,29704.65665815209,28912.269318410414,11839169562.2,1.06765898677197,-0.31561980728860406,,,,52.02166319760397
2023-08-12 00:00:00+00:00,29399.787109375,29465.11328125,29357.587890625,29415.96484375,6194358008,0.0,0.0,0.0006207965516027425,0.13750869612634425,29308.46298828125,27449.0265234375,51.2460247721199,29.680274155780353,13.632037169090706,29704.65665815209,28912.269318410414,11839169562.2,1.06765898677197,-0.26692924715699096,,,,57.01241593103205
2023-08-13 00:00:00+00:00,29416.59375,29441.43359375,29265.806640625,29282.9140625,7329897180,0.0,0.0,-0.004523080645381872,0.13750869612634425,29308.46298828125,27449.0265234375,50.15708250906028,21.589757651534455,15.25277793562843,29704.65665815209,28912.269318410414,11839169562.2,1.06765898677197,-0.05655406807144127,,,,52.09046161290764
2023-08-14 00:00:00+00:00,29283.263671875,29660.25390625,29124.10546875,29408.443359375,14013695304,0.0,0.0,0.004286776125049352,0.13750869612634425,29308.46298828125,27449.0265234375,53.56495284263857,23.162073295952723,16.85776734271956,29704.65665815209,28912.269318410414,11839169562.2,1.06765898677197,-0.3965200155129057,,,,53.08573552250099
2023-08-15 00:00:00+00:00,29408.048828125,29439.12109375,29088.853515625,29170.34765625,12640195779,0.0,0.0,-0.008096168172366025,0.13750869612634425,29308.46298828125,27449.0265234375,38.982997446253385,8.574314363326266,15.181753624260626,29704.65665815209,28912.269318410414,11839169562.2,1.06765898677197,-0.7033086193202123,,,,52.16192336344732
2023-08-16 00:00:00+00:00,29169.07421875,29221.9765625,28701.779296875,28701.779296875,14949271904,0.0,0.0,-0.016063173634291772,0.13750869612634425,29283.01748046875,27449.0265234375,39.944402175051124,-33.79949764048797,5.294307779793131,29762.30658651992,28803.728374417577,12048094196.55,1.2407997198661311,0.2518095141853389,,,,51.321263472685835
2023-08-17 00:00:00+00:00,28699.802734375,28745.947265625,25409.111328125,26664.55078125,31120851211,0.0,0.0,-0.07097917151940503,0.2831534371991456,29150.28271484375,27449.0265234375,20.414779716364478,-202.85273340433196,-36.64455464176508,30414.68152821743,27885.88390147007,13043213009.5,2.385980447327908,-0.34449508072294416,,,,55.4195834303881
2023-08-18 00:00:00+00:00,26636.078125,26808.1953125,25668.921875,26049.556640625,24026236529,0.0,0.0,-0.02306411031148714,0.28958518348141116,28984.9146484375,27449.0265234375,18.22544849876641,-373.3381139113553,-104.38312443517052,30855.389838156494,27114.43945871851,13920436038.0,1.7259686739275402,-0.20330785779685143,,,,45.46128220622974
2023-08-19 00:00:00+00:00,26047.83203125,26249.44921875,25802.408203125,26096.205078125,10631443812,0.0,0.0,0.0017907574452629138,0.2906688247599114,28825.95947265625,27449.0265234375,19.146517182325994,-498.1368112439086,-183.50751617243563,31091.197798582794,26560.721146729706,14018085502.25,0.7584091144467323,-0.225921740667064,,,,50.03581514890526
2023-08-20 00:00:00+00:00,26096.861328125,26260.681640625,26004.314453125,26189.583984375,9036580420,0.0,0.0,0.00357825614760654,0.292173748477018,28673.93310546875,27449.0265234375,20.698800353934715,-582.8371919518286,-263.67632050796686,31216.149041655033,26131.717169282467,13887075424.15,0.6507187542371335,-0.35247829214583826,,,,35.07156512295213
2023-08-21 00:00:00+00:00,26188.69140625,26220.201171875,25846.087890625,26124.140625,13371557893,0.0,0.0,-0.002498831574187843,0.2822364173828806,28496.353515625,27449.0265234375,18.121456968644083,-646.5369632680813,-340.4805756778175,31232.687731629638,25760.019299620362,13642033699.25,0.9801733515535246,0.5611844923394806,,,,56.04997663148376
2023-08-22 00:00:00+00:00,26130.748046875,26135.5078125,25520.728515625,26031.65625,14503820706,0.0,0.0,-0.0035401882238949023,0.27906898811982583,28340.33837890625,27449.0265234375,6.597930748267075,-695.1686529694489,-411.5901234728448,31268.3822057204,25412.2945520921,13406591954.65,1.08184248130036,-0.24763402568018808,,,,56.0708037644779
2023-08-23 00:00:00+00:00,26040.474609375,26786.8984375,25804.998046875,26431.640625,16985265785,0.0,0.0,0.015365306423789304,0.28803855671832834,28202.98642578125,27449.0265234375,15.204020346664564,-696.3850129098864,-468.65948956854453,31221.764250325596,25184.208601236907,13616837356.6,1.2473723038754916,0.1482605549531184,,,,49.30730612847579
2023-08-24 00:00:00+00:00,26431.51953125,26554.91015625,25914.92578125,26162.373046875,12871532023,0.0,0.0,-0.01018731988472621,0.2886311672336138,28057.40048828125,27449.0265234375,14.753406843100223,-708.6461397880121,-516.7312069921328,31178.406263144996,24936.394713417507,13658581958.35,0.9423768925829926,-0.34571704044236845,,,,46.20374639769452
2023-08-25 00:00:00+00:00,26163.6796875,26248.103515625,25786.8125,26047.66796875,12406045118,0.0,0.0,-0.004384352975912553,0.28826261007613935,27907.6775390625,27449.0265234375,14.494379045352659,-718.3241646666793,-557.0997723904773,31115.864937809438,24699.490140315564,13948965896.6,0.8893881603814029,0.048478922989924705,,,,38.08768705951825
2023-08-26 00:00:00+00:00,26047.234375,26107.384765625,25983.87890625,26008.462890625,6034817316,0.0,0.0,-0.0015051281432193475,0.2879496988036559,27756.00791015625,27449.0265234375,14.045145508015779,-720.4277679031948,-589.7977540055368,31024.67248566143,24487.343334651072,13887216412.7,0.43455917562292024,-0.2973932901067389,,,,52.030102562864386
2023-08-27 00:00:00+00:00,26008.2421875,26165.373046875,25965.09765625,26089.693359375,6913768611,0.0,0.0,0.0031232321991347956,0.28723826247182016,27601.463671875,27449.0265234375,15.933627907383794,-707.7579920322823,-613.4085079774136,30878.79647583002,24324.130867919983,13551996657.75,0.5101660504798171,0.5794833670244658,,,,53.06246464398269
2023-08-28 00:00:00+00:00,26089.615234375,26198.578125,25880.599609375,26106.150390625,11002805166,0.0,0.0,0.0006307866874213364,0.27228701988120707,27418.49658203125,27449.0265234375,13.930585575937656,-688.4602722078052,-628.4283807988907,30594.151582375525,24242.841581686975,13223608848.2,0.8320576699073872,0.5092170331120327,,,,53.012615733748426
2023-08-29 00:00:00+00:00,26102.486328125,28089.337890625,25912.62890625,27727.392578125,29368391712,0.0,0.0,0.062101924766441385,0.3649761379391555,27326.79150390625,27449.0265234375,37.89637375984985,-544.7080151159826,-611.6758131013102,30343.848592455703,24309.734415356797,13773052373.15,2.132308141748773,-0.33627294395673135,,,,41.24203849532883
2023-08-30 00:00:00+00:00,27726.083984375,27760.16015625,27069.20703125,27297.265625,16343655235,0.0,0.0,-0.015512708305083889,0.367683450843606,27220.1751953125,27449.0265234375,38.14235355923473,-458.20154311126316,-580.9685027383687,30070.448348213107,24369.90204241189,13996967895.45,1.1676568351859147,0.5014589087946684,,,,58.31025416610168
